Municipalidad;Grupo Vehiculo;Placa;Digito;Codigo SII;Ano Vehiculo;Tasacion;Tipo de Pago;Valor_Neto;Valor_IPC;Valor_Multa;Valor Pagado;Forma Pago;Fecha_Pago;Ano Permiso;Tipo Vehiculo;Marca;Modelo;Color;Transmision;Tipo Combustible;Cilindrada;Equipamiento;Numero Puertas
Calbuco;Vehiculo Liviano;GFVR-10;4;CT160011514;2014;8744427;Internet;72967;0;0;72967;1ra. Cuota;23-04-2024;2024;CAMIONETA;MAZDA;BT50;BLANCO;Mec;Dies;2200;Full;4
Calbuco;Vehiculo Liviano;FBWT-87;3;SD077005613;2013;3448065;Internet;34481;0;0;34481;Total;23-04-2024;2024;AUTOMOVIL;FIAT;LINEA ACTIVE;BURDEO;Mec;Benc;1400;Full;4
Calbuco;Vehiculo Liviano;FXPS-82;0;SD176027114;2014;3297856;Internet;32979;0;0;32979;Total;23-04-2024;2024;AUTOMOVIL;NISSAN;TIIDA;PLATEADO PLATA;Mec;Benc;1600;Equi;4
Calbuco;Vehiculo Liviano;HYWG-95;K;HB132004316;2016;3982480;Internet;40850;0;0;40850;Total;23-04-2024;2024;AUTOMOVIL;KIA MOTORS;MORNING EX 1.2 MT DH AC DAB;G4LAGPLATEADO PLATA TITANIO;Mec;Benc;1200;Full;4
Calbuco;Vehiculo Liviano;PW-1568;6;SU059010007;2007;3199610;Internet;32333;0;0;32333;Total;23-04-2024;2024;STATION WAGON;DAIHATSU;TERIOS;GRIS  METALICO;Mec;Benc;1500;Full;4
Calbuco;Vehiculo Liviano;FVVB-45;1;HB229011413;2013;1905665;Internet;32333;0;0;32333;Total;23-04-2024;2024;AUTOMOVIL;SUZUKI;ALTO K10 1.0 GL AC;NEGRO;Mec;Benc;1000;Equi;4
Calbuco;Vehiculo Liviano;JVCY-36;1;SU235010517;2017;9272260;Internet;161769;0;0;161769;Total;23-04-2024;2024;STATION WAGON;TOYOTA;RAV4 STD 4X2 722CL0;BLANCO PERLA;Aut;Benc;2000;Full;4
Calbuco;Vehiculo Liviano;DCGC-27;2;SD235019311;2011;3257266;Internet;32573;0;0;32573;Total;23-04-2024;2024;AUTOMOVIL;TOYOTA;COROLLA SEDAN XLI 136FC0;GRIS OSCURO METALICO;Mec;Benc;1600;Equi;4
Calbuco;Vehiculo Liviano;BLPK-16;2;HB184012608;2008;2251026;Internet;32333;0;0;32333;Total;23-04-2024;2024;AUTOMOVIL;PEUGEOT;206 XR 5P. 1.4 AA;ROJO  LUCIFER;Mec;Benc;1400;Full;4
Calbuco;Vehiculo Liviano;DFYY-84;5;CT176023712;2012;5302280;Internet;67246;0;0;67246;Total;23-04-2024;2024;CAMIONETA;NISSAN;TERRANO;BLANCO;Mec;Dies;2500;Equi;4
Calbuco;Vehiculo Liviano;BGHS-50;5;HB132002308;2008;2223277;Internet;32333;0;0;32333;Total;23-04-2024;2024;AUTOMOVIL;KIA MOTORS;MORNING;BLANCO INVIERNO;Aut;Benc;1100;Full;4
Calbuco;Vehiculo Liviano;DHZT-36;4;SD111015512;2012;3329588;Internet;16648;0;0;16648;1ra. Cuota;23-04-2024;2024;AUTOMOVIL;HYUNDAI;ELANTRA;BLANCO;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;JPDG-99;3;CT050034117;2017;10715227;Internet;102529;0;0;102529;1ra. Cuota;23-04-2024;2024;CAMIONETA;CHEVROLET;D-MAX;GRIS MINERAL  METALICO;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;DCJT-39;K;CT176023311;2011;3390031;Internet;33900;0;0;33900;Total;23-04-2024;2024;CAMIONETA;NISSAN;TERRANO;BLANCO;Mec;Dies;2500;Equi;2
Calbuco;Vehiculo Liviano;DBHG-48;5;CT050029011;2011;4342530;Internet;48051;0;0;48051;Total;23-04-2024;2024;CAMIONETA;CHEVROLET;D-MAX TH CC 3.0D HR DAB ABS;PLATEADO PLATA METALICO;Mec;Dies;3000;Full;4
Calbuco;Vehiculo Liviano;KXFJ-42;3;HB229015219;2019;3585000;Internet;35850;0;0;35850;Total;23-04-2024;2024;AUTOMOVIL;SUZUKI;ALTO;BLANCO;Mec;Benc;1000;Full;4
Calbuco;Vehiculo Liviano;PHLB-59;3;SD050032520;2020;6086814;Internet;41469;0;0;41469;1ra. Cuota;23-04-2024;2024;AUTOMOVIL;CHEVROLET;SPARK;PLATA  METALICO;Mec;Benc;1200;NULL;4
Calbuco;Vehiculo Liviano;PJGW-97;0;SU176023721;2021;14569860;Internet;320697;0;0;320697;Total;23-04-2024;2024;STATION WAGON;NISSAN;X-TRAIL;ROJO TITANIO;Aut;Benc;2500;Full;4
Calbuco;Vehiculo Liviano;BSVV-26;0;CT050023809;2009;4847714;Internet;58155;0;0;58155;Total;23-04-2024;2024;CAMIONETA;CHEVROLET;COLORADO;GRIS OSCURO METALICO;Aut;Benc;3700;Full;4
Calbuco;Vehiculo Liviano;PJFY-35;8;CT166006921;2021;14244117;Internet;155463;0;0;155463;1ra. Cuota;23-04-2024;2024;CAMIONETA;MITSUBISHI;L200;PLATEADO;Mec;Dies;2400;Full;4
Calbuco;Vehiculo Liviano;DGZW-56;7;HB050011511;2011;1645628;Internet;32333;0;0;32333;Total;23-04-2024;2024;AUTOMOVIL;CHEVROLET;SPARK LITE HB 1.0 MT;VERDE METALICO;Mec;Benc;1000;Equi;4
Calbuco;Vehiculo Liviano;UW-5011;6;SD132010307;2007;2103364;Internet;32333;0;0;32333;Total;23-04-2024;2024;AUTOMOVIL;KIA MOTORS;RIO;PLATEADO PLATA;Mec;Benc;1400;Equi;4
Calbuco;Vehiculo Liviano;HDGW-82;6;SD132014415;2015;3813700;Internet;38137;0;0;38137;Total;23-04-2024;2024;AUTOMOVIL;KIA MOTORS;RIO 4  UB EX 1.4L  6 MT;PLATEADO PLATA;Mec;Benc;1400;Equi;4
Calbuco;Vehiculo Liviano;CPST-57;3;CT235011611;2011;5546380;Internet;72128;0;0;72128;Total;23-04-2024;2024;CAMIONETA;TOYOTA;HILUX DIESEL 4X4 A/A;GRIS OSCURO;Mec;Dies;2500;Equi;4
Calbuco;Vehiculo Liviano;PPKG-33;2;SU184020621;2021;12862793;Internet;134743;0;0;134743;1ra. Cuota;23-04-2024;2024;STATION WAGON;PEUGEOT;3008;BLANCO NACARADO;Mec;Benc;1200;NULL;4
Calbuco;Vehiculo Liviano;DYTW-39;3;CT235013213;2013;7000080;Internet;101202;0;0;101202;Total;23-04-2024;2024;CAMIONETA;TOYOTA;HILUX DIESEL 4X2 FULL EE;GRIS METALICO;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;FYGW-94;5;HB132006814;2014;4757349;Internet;56347;0;0;56347;Total;23-04-2024;2024;AUTOMOVIL;KIA MOTORS;SOUL LX 1.6 6MT;ROJO CLASICO;Mec;Benc;1600;Equi;4
Calbuco;Vehiculo Liviano;RLSK-79;0;HB111020822;2022;12244126;Internet;250925;0;0;250925;Total;23-04-2024;2024;AUTOMOVIL;HYUNDAI;I-20;BLANCO;Mec;Benc;1400;NULL;5
Calbuco;Vehiculo Liviano;CCGL-52;4;SD235017410;2010;2223413;Internet;32333;0;0;32333;Total;23-04-2024;2024;AUTOMOVIL;TOYOTA;YARIS;BLANCO;Mec;Benc;1500;Norm;4
Calbuco;Vehiculo Liviano;HHKJ-17;2;SD243016716;2016;3642100;Internet;36421;0;0;36421;Total;23-04-2024;2024;AUTOMOVIL;VOLKSWAGEN;VOYAGE 1.6 2AB;GRIS CUARZO;Mec;Benc;1600;Equi;4
Calbuco;Vehiculo Liviano;BBKP-88;6;CT050021805;2005;2334806;Internet;32333;0;0;32333;Total;23-04-2024;2024;CAMIONETA;CHEVROLET;LUV D-MAX CC 3.0D AC;PLATEADO;Mec;Dies;3000;Full;4
Calbuco;Vehiculo Liviano;LBLP-50;3;HB132009219;2019;5900877;Internet;39609;0;0;39609;1ra. Cuota;23-04-2024;2024;AUTOMOVIL;KIA MOTORS;MORNING;PLATEADO PLATA TITANIO;Mec;Benc;1000;Equi;4
Calbuco;Vehiculo Liviano;GGYT-69;8;HB229009214;2014;1891016;Internet;32333;0;0;32333;Total;23-04-2024;2024;AUTOMOVIL;SUZUKI;ALTO;BLANCO;Mec;Benc;800;Norm;4
Calbuco;Vehiculo Liviano;FFCK-28;5;HB132004213;2013;2731024;Internet;32333;0;0;32333;Total;23-04-2024;2024;AUTOMOVIL;KIA MOTORS;MORNING EX 1.2 MT DH AB;VERDE LEMON GRASS;Mec;Benc;1200;Equi;4
Calbuco;Vehiculo Liviano;DSGP-73;8;VN050005312;2012;5839061;Internet;38991;0;0;38991;1ra. Cuota;23-04-2024;2024;STATION WAGON;CHEVROLET;ORLANDO;PLATEADO PLATA;Mec;Dies;2000;Full;4
Calbuco;Vehiculo Liviano;YJ-4390;8;CT111003005;2005;2310353;Internet;32333;0;0;32333;Total;23-04-2024;2024;CAMIONETA;HYUNDAI;PORTER;BLANCO;Mec;Dies;2500;Norm;2
Calbuco;Vehiculo Liviano;GXWL-87;6;CT166006015;2015;8226593;Internet;65200;0;0;65200;1ra. Cuota;23-04-2024;2024;CAMIONETA;MITSUBISHI;L200;ROJO;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;RU-7814;8;SD235008998;1998;1195318;Internet;32333;0;0;32333;Total;23-04-2024;2024;AUTOMOVIL;TOYOTA;COROLLA;GRIS PLATA;Mec;Benc;1600;Norm;4
Calbuco;Vehiculo Liviano;GN-2561;2;CT050003989;1989;430303;Internet;32333;0;0;32333;Total;23-04-2024;2024;CAMIONETA;CHEVROLET;LUV;ROJO;Mec;Benc;2300;Norm;2
Calbuco;Vehiculo Liviano;BYDL-56;K;SU227028009;2009;4686044;Internet;54921;0;0;54921;Total;23-04-2024;2024;STATION WAGON;SUBARU;FORESTER;NEGRO OBSIDIANA PERLADO;Aut;Benc;2000;Full;4
Calbuco;Vehiculo Liviano;DRFS-44;3;HB050011412;2012;1716788;Internet;32333;0;0;32333;Total;23-04-2024;2024;AUTOMOVIL;CHEVROLET;SPARK LITE HB 0.8 MT;CELESTE MISTY LAKE;Mec;Benc;800;Norm;4
Calbuco;Vehiculo Liviano;WF-1654;K;SU132006406;2006;3526063;Internet;35261;0;0;35261;Total;23-04-2024;2024;STATION WAGON;KIA MOTORS;SORENTO;GRIS PURPURA;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;DFLX-26;7;CO077000811;2011;1956397;Internet;32333;0;0;32333;Total;23-04-2024;2024;FURGON;FIAT;FIORINO;BLANCO BANCHISA;Mec;Benc;1300;Norm;2
Calbuco;Vehiculo Liviano;UZ-7583;1;CT160004202;2002;2310353;Internet;32333;0;0;32333;Total;23-04-2024;2024;CAMIONETA;MAZDA;B2900 DC SDX 4X4;ROJO;Mec;Dies;2900;Full;4
Calbuco;Vehiculo Liviano;GRZF-37;1;HB132005114;2014;3546100;Internet;35461;0;0;35461;Total;23-04-2024;2024;AUTOMOVIL;KIA MOTORS;RIO 5 EX 1.4L 6MT AC AB;AZUL ELECTRICO;Mec;Benc;1400;Full;4
Calbuco;Vehiculo Liviano;HVDF-36;8;CT231001416;2016;6657230;Internet;94345;0;0;94345;Total;23-04-2024;2024;CAMIONETA;TATA;XENON;BLANCO;Mec;Dies;2200;Full;4
Calbuco;Vehiculo Liviano;VL-2554;9;VN166003103;2003;2881251;Internet;32333;0;0;32333;Total;23-04-2024;2024;STATION WAGON;MITSUBISHI;MONTERO;BLANCO;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;ZX-1981;4;CT166003506;2006;3662470;Internet;36625;0;0;36625;Total;23-04-2024;2024;CAMIONETA;MITSUBISHI;L200 D/C TD KATANA 4X4;GRIS URBANO ACERO;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;HTZS-16;5;CO117002221;2021;11378727;Internet;224963;0;0;224963;Total;23-04-2024;2024;CAMIONETA;JAC;X200;BLANCO;Mec;Dies;2000;NULL;4
Calbuco;Vehiculo Liviano;GKJX-28;8;SD050028214;2014;2737757;Presencial;33015;194;488;33697;Total;23-04-2024;2024;AUTOMOVIL;CHEVROLET;SAIL NB 1.4;BLANCO;Mec;Benc;1400;Equi;4
Calbuco;Vehiculo Liviano;KZKH-77;0;SU111021619;2019;10752160;Presencial;210514;1237;3111;214862;Total;23-04-2024;2024;STATION WAGON;HYUNDAI;TUCSON;ROJO;Mec;Benc;2000;NULL;4
Calbuco;Vehiculo Liviano;LCCD-81;9;SU111017519;2019;11421640;Presencial;288771;10184;47122;346077;Total;23-04-2024;2023;STATION WAGON;HYUNDAI;TUCSON;AZUL;Mec;Benc;2000;Full;4
Calbuco;Vehiculo Liviano;LCCD-81;9;SU111017519;2019;11558707;Presencial;189723;14344;43782;247849;2da. Cuota;23-04-2024;2022;STATION WAGON;HYUNDAI;TUCSON;AZUL;Mec;Benc;2000;Full;4
Calbuco;Vehiculo Liviano;GJCJ-54;5;SU197005714;2014;4033130;Presencial;21374;126;316;21816;1ra. Cuota;23-04-2024;2024;STATION WAGON;RENAULT;DUSTER;ROJO BURDEO;Mec;Benc;1600;NULL;4
Calbuco;Vehiculo Liviano;GGKR-98;9;CT077002614;2014;4169948;Presencial;45540;268;673;46481;Total;23-04-2024;2024;FURGON;FIAT;STRADA;BLANCO BANCHISA;Mec;Benc;1400;Full;2
Calbuco;Vehiculo Liviano;HDFW-82;0;SU111014315;2015;7478830;Presencial;56557;332;836;57725;1ra. Cuota;23-04-2024;2024;STATION WAGON;HYUNDAI;TUCSON;BLANCO;Mec;Benc;2000;Full;4
Calbuco;Vehiculo Liviano;CXSD-53;6;CT176030111;2011;4317830;Presencial;48560;285;718;49563;Total;23-04-2024;2024;CAMIONETA;NISSAN;TERRANO TURBO DIESEL 4X4;ROJO;Mec;Benc;2500;Norm;2
Calbuco;Vehiculo Liviano;FPWZ-82;K;SD111021013;2013;4404880;Presencial;25169;148;372;25689;1ra. Cuota;23-04-2024;2024;AUTOMOVIL;HYUNDAI;ELANTRA;GRIS GRAFITO;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;HRGY-80;8;CT050030316;2016;9037427;Presencial;157987;928;2335;161250;Total;23-04-2024;2024;CAMIONETA;CHEVROLET;D-MAX;ROJO TERRACO;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;HRGY-80;8;CT050030316;2016;9251792;Presencial;207560;7320;33870;248750;Total;23-04-2024;2023;CAMIONETA;CHEVROLET;D-MAX;ROJO TERRACO;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;HRGY-80;8;CT050030316;2016;9229602;Presencial;288530;30948;78690;398168;Total;23-04-2024;2022;CAMIONETA;CHEVROLET;D-MAX;ROJO TERRACO;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;GBVH-17;3;CT176023714;2014;6796930;Presencial;49594;291;733;50618;1ra. Cuota;23-04-2024;2024;CAMIONETA;NISSAN;TERRANO;BLANCO;Mec;Dies;2500;Equi;4
Calbuco;Vehiculo Liviano;KHZV-59;8;SU235010918;2018;11818927;Presencial;121597;715;1797;124109;1ra. Cuota;23-04-2024;2024;STATION WAGON;TOYOTA;RAV4;AZUL METALICO;Mec;Benc;2000;NULL;4
Calbuco;Vehiculo Liviano;DKXY-87;2;VN166000796;1996;1908941;Presencial;33015;194;488;33697;Total;23-04-2024;2024;STATION WAGON;MITSUBISHI;MONTERO;BLANCO DORADO;Aut;Benc;3000;Full;4
Calbuco;Vehiculo Liviano;JVBD-99;2;SD050030517;2017;4986330;Presencial;62212;366;919;63497;Total;23-04-2024;2024;AUTOMOVIL;CHEVROLET;SAIL;AZUL CIELO;Mec;Benc;1500;Equi;4
Calbuco;Carga;PLXK-54;K;NULL;2021;0,5;Presencial;36004;857;3421;40282;Total;23-04-2024;2023;MAQUINA INDUSTRIAL;SANY;SY 35 U;AMARILLO;NULL;NULL;NULL;NULL;0
Calbuco;Vehiculo Liviano;YJ-4548;K;SU050005305;2005;4027230;Presencial;42625;250;630;43505;Total;24-04-2024;2024;STATION WAGON;CHEVROLET;TRAILBLAZER LT 5P 4.2 4WD;VERDE PIEDRA METALIC;Aut;Benc;4200;Full;4
Calbuco;Vehiculo Liviano;TF-5748;5;SD050012599;1999;1007992;Presencial;33015;194;488;33697;Total;24-04-2024;2024;AUTOMOVIL;CHEVROLET;ASTRA;BLANCO;Mec;Benc;1600;Equi;4
Calbuco;Vehiculo Liviano;HVBC-55;0;CT166006616;2016;11449893;Presencial;231888;1363;3427;236678;Total;24-04-2024;2024;CAMIONETA;MITSUBISHI;L200;ROJO;Mec;Dies;2400;Full;4
Calbuco;Vehiculo Liviano;RTLY-69;3;CT125001922;2022;11712060;Presencial;119960;705;1773;122438;1ra. Cuota;24-04-2024;2024;CAMIONETA;JMC;VIGUS;PLATEADO;Mec;Dies;2000;NULL;4
Calbuco;Vehiculo Liviano;YE-5240;2;CT176020205;2005;2693927;Presencial;33015;194;488;33697;Total;24-04-2024;2024;CAMIONETA;NISSAN;TERRANO;PLATEADO METALICO;Mec;Dies;3000;Equi;4
Calbuco;Vehiculo Liviano;FWGZ-48;1;SD050026513;2013;2401359;Presencial;33015;194;488;33697;Total;24-04-2024;2024;AUTOMOVIL;CHEVROLET;SAIL;AZUL METALICO;Mec;Benc;1400;Norm;4
Calbuco;Vehiculo Liviano;FWGZ-48;1;SD050026513;2013;2425615;Presencial;38532;1359;6288;46179;Total;24-04-2024;2023;AUTOMOVIL;CHEVROLET;SAIL;AZUL METALICO;Mec;Benc;1400;Norm;4
Calbuco;Vehiculo Liviano;CPHG-85;1;HB111004410;2010;2308955;Presencial;33015;194;488;33697;Total;24-04-2024;2024;AUTOMOVIL;HYUNDAI;GETZ;PLATEADO;Mec;Benc;1400;Equi;4
Calbuco;Vehiculo Liviano;RJTD-51;5;SU235016722;2022;13761554;Presencial;302700;1779;4473;308952;Total;25-04-2024;2024;STATION WAGON;TOYOTA;RUSH;PLATEADO SILVER MICA;Mec;Benc;1500;NULL;5
Calbuco;Vehiculo Liviano;FDHD-73;6;HB184018814;2014;4483164;Presencial;51937;305;768;53010;Total;25-04-2024;2024;AUTOMOVIL;PEUGEOT;208 ACTIVE 1.2;GRIS SHARK;Mec;Benc;1200;Full;4
Calbuco;Vehiculo Liviano;DRYY-34;K;SD050025112;2012;2738443;Presencial;33015;194;488;33697;Total;25-04-2024;2024;STATION WAGON;CHEVROLET;OPTRA LS SW 1.6 MT;PLATEADO PLATA METALICO;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;HPKG-74;1;CT235013916;2016;9957093;Presencial;93080;547;1376;95003;1ra. Cuota;25-04-2024;2024;CAMIONETA;TOYOTA;HILUX;ROJO SUPER;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;DWJP-52;K;SD176027712;2012;2934325;Presencial;16508;97;244;16849;1ra. Cuota;25-04-2024;2024;AUTOMOVIL;NISSAN;VERSA;AZUL;Mec;Benc;1600;Full;4
Calbuco;Vehiculo Liviano;ZB-2034;9;CT050025206;2006;1633251;Presencial;33015;194;488;33697;Total;25-04-2024;2024;CAMIONETA;CHEVROLET;MONTANA;BLANCO;Mec;Benc;1800;Norm;2
Calbuco;Vehiculo Liviano;BZLL-54;0;HB050011009;2009;1452452;Presencial;33015;194;488;33697;Total;25-04-2024;2024;AUTOMOVIL;CHEVROLET;SPARK;AMARILLO ELECTRICO;Mec;Benc;1000;Equi;4
Calbuco;Vehiculo Liviano;THW-027;7;MT106037822;2022;1691180;Presencial;33015;194;488;33697;Total;25-04-2024;2024;MOTO;TVS;APACHE RTR 160 FI;NEGRO;Mec;Benc;160;NULL;0
Calbuco;Vehiculo Liviano;CGJG-56;6;SD111014610;2010;2253313;Presencial;33015;194;488;33697;Total;25-04-2024;2024;AUTOMOVIL;HYUNDAI;ACCENT MC 1.4 GL PS;BEIGE;Mec;Benc;1400;Equi;4
Calbuco;Vehiculo Liviano;VP-7325;7;HB050004803;2003;1123956;Presencial;33015;194;488;33697;Total;25-04-2024;2024;AUTOMOVIL;CHEVROLET;CORSA PWR HB 3P 1.6 AC;ROJO CARDEAL;Mec;Benc;1600;Full;2
Calbuco;Vehiculo Liviano;DRZW-57;1;CT166004712;2012;5804930;Presencial;78929;464;1166;80559;Total;25-04-2024;2024;CAMIONETA;MITSUBISHI;L200 D/C TD KATANA CRT 4X4;GRIS MICA;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;KW-7569;0;HB111005407;2007;2614326;Presencial;16508;97;244;16849;1ra. Cuota;25-04-2024;2024;AUTOMOVIL;HYUNDAI;ACCENT MC 1.6 GLS PS;AZUL METALICO;Mec;Benc;1600;Equi;4
Calbuco;Vehiculo Liviano;FFTP-49;8;HB235004613;2013;5955230;Presencial;81999;482;1212;83693;Total;25-04-2024;2024;AUTOMOVIL;TOYOTA;URBAN;PLATEADO  METALICO;Mec;Benc;1300;Full;4
Calbuco;Vehiculo Liviano;YDL-076;2;NULL;2024;0;Presencial;24129;0;0;24129;Total;25-04-2024;2024;MOTO;LONCIN;SX 250 TT;ROJO;NULL;NULL;NULL;NULL;0
Calbuco;Vehiculo Liviano;CBLX-74;K;SD050022510;2010;2219305;Presencial;33015;194;488;33697;Total;25-04-2024;2024;AUTOMOVIL;CHEVROLET;AVEO;PLATA METALICO;Mec;Benc;1400;Equi;4
Calbuco;Vehiculo Liviano;DXPX-93;8;SD050022512;2012;2658538;Presencial;33015;194;488;33697;Total;26-04-2024;2024;AUTOMOVIL;CHEVROLET;AVEO;BLANCO;Mec;Benc;1400;Equi;4
Calbuco;Vehiculo Liviano;JSBT-64;7;CT050032217;2017;9689427;Presencial;177960;1046;2630;181636;Total;26-04-2024;2024;CAMIONETA;CHEVROLET;D-MAX;BLANCO;Mec;Dies;2500;Equi;4
Calbuco;Vehiculo Liviano;GYXR-22;7;CT091003215;2015;7478830;Presencial;56557;332;836;57725;1ra. Cuota;26-04-2024;2024;CAMIONETA;GREAT WALL;WINGLE;ROJO JOYA;Mec;Dies;2000;NULL;4
Calbuco;Vehiculo Liviano;GYXR-22;7;CT091003215;2015;7682045;Presencial;148807;5248;24282;178337;Total;26-04-2024;2023;CAMIONETA;GREAT WALL;WINGLE;ROJO JOYA;Mec;Dies;2000;NULL;4
Calbuco;Vehiculo Liviano;GYXR-22;7;CT091003215;2015;7541698;Presencial;206859;22188;56416;285463;Total;26-04-2024;2022;CAMIONETA;GREAT WALL;WINGLE;ROJO JOYA;Mec;Dies;2000;NULL;4
Calbuco;Vehiculo Liviano;GYXR-22;7;CT091003215;2015;7466094;Presencial;259679;34774;92683;387136;Total;26-04-2024;2021;CAMIONETA;GREAT WALL;WINGLE;ROJO JOYA;Mec;Dies;2000;NULL;4
Calbuco;Vehiculo Liviano;KHPL-54;3;SU121004018;2018;12508493;Presencial;132158;777;1953;134888;1ra. Cuota;26-04-2024;2024;STATION WAGON;JEEP;COMPASS;BLANCO;Aut;Benc;2400;Full;4
Calbuco;Vehiculo Liviano;GTTK-20;4;SD050022515;2015;3659386;Presencial;37366;220;552;38138;Total;26-04-2024;2024;AUTOMOVIL;CHEVROLET;AVEO;ROJO BURDEO METALICO;Mec;Benc;1400;Equi;4
Calbuco;Vehiculo Liviano;GRYR-11;K;SD050028314;2014;2868334;Presencial;33015;194;488;33697;Total;26-04-2024;2024;AUTOMOVIL;CHEVROLET;SAIL NB 1.4 LS;GRIS PIEDRA;Mec;Benc;1400;Equi;4
Calbuco;Vehiculo Liviano;LCDS-38;5;SU117005619;2019;7988336;Internet;123251;0;0;123251;Total;27-04-2024;2024;STATION WAGON;JAC;S3;ROJO;Mec;Benc;1600;NULL;4
Calbuco;Vehiculo Liviano;DBRY-83;0;CT132003811;2011;4295830;Internet;47117;0;0;47117;Total;27-04-2024;2024;CAMIONETA;KIA MOTORS;FRONTIER II 2.5 PLUS PUDH;BLANCO;Mec;Dies;2500;Equi;2
Calbuco;Vehiculo Liviano;BCFX-51;4;CT050026008;2008;4339577;Internet;47992;0;0;47992;Total;27-04-2024;2024;CAMIONETA;CHEVROLET;LUV D-MAX CC 3.0D 4WD DAB;PLATEADO ALUMINIO;Mec;Dies;3000;Full;4
Calbuco;Vehiculo Liviano;VL-9015;4;CT166003203;2003;2310353;Internet;16167;0;0;16167;1ra. Cuota;27-04-2024;2024;CAMIONETA;MITSUBISHI;L200 D/C TURBO D. GLS 4X4;AZUL;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;BSTY-50;7;CT079014508;2008;2530223;Internet;32333;0;0;32333;Total;27-04-2024;2024;CAMIONETA;FORD;RANGER;NEGRO;Mec;Benc;2300;Equi;4
Calbuco;Vehiculo Liviano;HSHK-24;7;CT166006516;2016;10999393;Internet;213583;0;0;213583;Total;27-04-2024;2024;CAMIONETA;MITSUBISHI;L200;BLANCO FAIRY;Mec;Dies;2400;Equi;4
Calbuco;Vehiculo Liviano;HLXL-88;2;CT050030316;2016;9037427;Internet;154724;0;0;154724;Total;27-04-2024;2024;CAMIONETA;CHEVROLET;D-MAX E4 CC 2.5D DAB ABS;BLANCO;Mec;Dies;2500;Full;4
Calbuco;Vehiculo Liviano;ZN-4797;4;CT176020006;2006;2925853;Internet;32333;0;0;32333;Total;27-04-2024;2024;CAMIONETA;NISSAN;TERRANO;ROJO METALICO;Mec;Dies;2500;Equi;4
Calbuco;Vehiculo Liviano;DBRF-22;3;CT166004511;2011;4987219;Internet;60945;0;0;60945;Total;27-04-2024;2024;CAMIONETA;MITSUBISHI;L200 D/C TD KATANA CRL 4X4;GRIS GRAFITO;Mec;Dies;2500;Norm;4
Calbuco;Vehiculo Liviano;HTTF-80;6;SD184024416;2016;5579540;Internet;72791;0;0;72791;Total;27-04-2024;2024;AUTOMOVIL;PEUGEOT;301 ALLURE PACK 1.6 HDI 92HP;BLANCO BANQUISE;Mec;Dies;1600;Full;4
Calbuco;Vehiculo Liviano;KHPP-78;3;SU117002418;2018;4793260;Internet;28533;0;0;28533;1ra. Cuota;27-04-2024;2024;STATION WAGON;JAC;S2;ROJO;Mec;Benc;1500;Full;4
Calbuco;Vehiculo Liviano;TJ-6454;K;CT050010000;2000;1016912;Internet;32333;0;0;32333;Total;27-04-2024;2024;CAMIONETA;CHEVROLET;CORSA;BLANCO;Mec;Dies;1700;Norm;2
Calbuco;Vehiculo Liviano;KXTK-21;7;SU227051619;2019;13941860;Internet;301857;0;0;301857;Total;27-04-2024;2024;STATION WAGON;SUBARU;FORESTER;GRIS OSCURO METALICO;Aut;Benc;2000;NULL;4
Calbuco;Vehiculo Liviano;RY-3961;8;SD243004598;1998;1016912;Internet;32333;0;0;32333;Total;27-04-2024;2024;AUTOMOVIL;VOLKSWAGEN;VENTO;BLANCO;Mec;Benc;1800;Full;4
Calbuco;Vehiculo Liviano;GHPT-49;4;HB229011014;2014;1704897;Internet;32333;0;0;32333;Total;27-04-2024;2024;AUTOMOVIL;SUZUKI;ALTO;BLANCO;Mec;Benc;800;Norm;4
Calbuco;Vehiculo Liviano;GBSS-49;1;CT079017214;2014;7800227;Internet;58804;0;0;58804;1ra. Cuota;27-04-2024;2024;CAMIONETA;FORD;RANGER DIESEL 4X2 XL;ROJO  BARI;Mec;Dies;3200;Equi;4
Calbuco;Vehiculo Liviano;LWRP-81;8;SU047001820;2020;5602280;Internet;73246;0;0;73246;Total;27-04-2024;2024;AUTOMOVIL;CHANGAN;CS15;ROJO;Mec;Benc;1500;Full;4
Calbuco;Vehiculo Liviano;VT-2511;6;CO184001503;2003;1409406;Internet;32333;0;0;32333;Total;27-04-2024;2024;FURGON;PEUGEOT;PARTNER;BLANCO BANQUISE;Mec;Dies;1900;Norm;2
